Optimal Found Or Timeout,Instances,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA55_Clus(1), , , , ,[' 1'],[' 4101+'],[' 2054'],"[' 602.365s (Solving', ' 593.08s 1st Model', ' 338.15s Unsat', ' 0.00s)']",[' 601.172s'], ,[' 194641034'],"[' 11088807 (Analyzed', ' 10452320)']","[' 24199    (Average', ' 431.93 Last', ' 2064041)']",[' 4010.6  '],"[' 2054     (Average Length', ' 1065.88 Splits', ' 0)']","[' 10452320 (Deleted', ' 10396642)']","[' 606      (Ratio', '   0.01%)']","[' 17286    (Ratio', '   0.17%)']","[' 10452320 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10452320 (Average', ' 17.97 Max', ' 4200 Sum', ' 187799736)']","[' 10451969 (Average', ' 17.93 Max', ' 4200 Sum', ' 187451207 Ratio', '  99.81%)']","[' 351      (Average', ' 992.96 Max', ' 1323 Sum', ' 348529 Ratio', '   0.19%)']", ,[' 92874   '],[' 5992    '],[' 86961   '],[' 39374   '],"[' 115833   (Atom=Atom', ' 30267 Body=Body', ' 19998 Other', ' 65568)']",[' Yes'],"[' 8143     (Eliminated', '    0 Frozen', ' 8143)']","[' 2209     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.90563'],[' 0'], ,[' 334.459'],[' 0'],[' 15.9392'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.60925e+08'],[' 5.32865e+08'],[' 0'],[' 1.68082e+10'],[' 0'],[' 0'],[' 1096 '],[' 2144 '],[' 3308 '],[' 3 '],[' 0 ']
Solving...,TA55_Clus(10), , , , ,[' 1'],[' 3897+'],[' 1952'],"[' 601.515s (Solving', ' 592.75s 1st Model', ' 191.38s Unsat', ' 0.00s)']",[' 599.109s'], ,[' 233149971'],"[' 8604004  (Analyzed', ' 8039032)']","[' 18084    (Average', ' 444.54 Last', ' 514527)']",[' 3842.6  '],"[' 1952     (Average Length', ' 1025.95 Splits', ' 0)']","[' 8039032  (Deleted', ' 7970973)']","[' 590      (Ratio', '   0.01%)']","[' 27682    (Ratio', '   0.34%)']","[' 8039032  (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8039032  (Average', ' 28.24 Max', ' 3906 Sum', ' 226991831)']","[' 8038619  (Average', ' 28.18 Max', ' 3906 Sum', ' 226514974 Ratio', '  99.79%)']","[' 413      (Average', ' 1154.62 Max', ' 3145 Sum', ' 476857 Ratio', '   0.21%)']", ,[' 93465   '],[' 6088    '],[' 87425   '],[' 39770   '],"[' 117021   (Atom=Atom', ' 30549 Body=Body', ' 20286 Other', ' 66186)']",[' Yes'],"[' 8169     (Eliminated', '    0 Frozen', ' 8169)']","[' 3168     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.79111'],[' 0'], ,[' 305.863'],[' 0'],[' 17.5805'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.69438e+08'],[' 6.46997e+08'],[' 0'],[' 1.48831e+10'],[' 0'],[' 0'],[' 1098 '],[' 2173 '],[' 3530 '],[' 3 '],[' 0 ']
Solving...,TA55_Clus(11), , , , ,[' 1'],[' 4503+'],[' 2255'],"[' 602.142s (Solving', ' 591.30s 1st Model', ' 332.87s Unsat', ' 0.00s)']",[' 601.125s'], ,[' 195402780'],"[' 9742809  (Analyzed', ' 9015709)']","[' 22278    (Average', ' 404.69 Last', ' 587170)']",[' 4094.5  '],"[' 2255     (Average Length', ' 1172.80 Splits', ' 0)']","[' 9015709  (Deleted', ' 8961523)']","[' 721      (Ratio', '   0.01%)']","[' 19408    (Ratio', '   0.22%)']","[' 9015709  (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9015709  (Average', ' 20.85 Max', ' 3997 Sum', ' 187972588)']","[' 9015377  (Average', ' 20.81 Max', ' 3997 Sum', ' 187572102 Ratio', '  99.79%)']","[' 332      (Average', ' 1206.28 Max', ' 1420 Sum', ' 400486 Ratio', '   0.21%)']", ,[' 92872   '],[' 5940    '],[' 87106   '],[' 39353   '],"[' 115811   (Atom=Atom', ' 30281 Body=Body', ' 19851 Other', ' 65679)']",[' Yes'],"[' 8294     (Eliminated', '    0 Frozen', ' 8294)']","[' 2737     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.14984'],[' 0'], ,[' 325.355'],[' 0'],[' 16.3522'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.7373e+08'],[' 5.47358e+08'],[' 0'],[' 1.55465e+10'],[' 0'],[' 0'],[' 1055 '],[' 2121 '],[' 3365 '],[' 3 '],[' 0 ']
Solving...,TA55_Clus(12), , , , ,[' 1'],[' 4343+'],[' 2175'],"[' 602.338s (Solving', ' 592.70s 1st Model', ' 281.19s Unsat', ' 0.00s)']",[' 601.094s'], ,[' 207190094'],"[' 9328793  (Analyzed', ' 8725122)']","[' 20308    (Average', ' 429.64 Last', ' 965222)']",[' 4007.3  '],"[' 2175     (Average Length', ' 1120.18 Splits', ' 0)']","[' 8725122  (Deleted', ' 8661538)']","[' 658      (Ratio', '   0.01%)']","[' 23370    (Ratio', '   0.27%)']","[' 8725122  (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8725122  (Average', ' 22.95 Max', ' 4084 Sum', ' 200230793)']","[' 8724701  (Average', ' 22.90 Max', ' 4084 Sum', ' 199762223 Ratio', '  99.77%)']","[' 421      (Average', ' 1112.99 Max', ' 1649 Sum', ' 468570 Ratio', '   0.23%)']", ,[' 92901   '],[' 6040    '],[' 87309   '],[' 39563   '],"[' 116447   (Atom=Atom', ' 30531 Body=Body', ' 20121 Other', ' 65795)']",[' Yes'],"[' 8303     (Eliminated', '    0 Frozen', ' 8303)']","[' 2627     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.08107'],[' 0'], ,[' 308.693'],[' 0'],[' 16.7583'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.27878e+08'],[' 6.03742e+08'],[' 0'],[' 1.45077e+10'],[' 0'],[' 0'],[' 1120 '],[' 2145 '],[' 3309 '],[' 3 '],[' 0 ']
Solving...,TA55_Clus(13), , , , ,[' 1'],[' 4041+'],[' 2024'],"[' 602.126s (Solving', ' 593.05s 1st Model', ' 148.70s Unsat', ' 0.00s)']",[' 600.891s'], ,[' 226024584'],"[' 8855592  (Analyzed', ' 8291125)']","[' 18113    (Average', ' 457.74 Last', ' 311666)']",[' 3842.3  '],"[' 2024     (Average Length', ' 1051.60 Splits', ' 0)']","[' 8291125  (Deleted', ' 8222870)']","[' 546      (Ratio', '   0.01%)']","[' 25895    (Ratio', '   0.31%)']","[' 8291125  (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8291125  (Average', ' 26.50 Max', ' 3848 Sum', ' 219755784)']","[' 8290708  (Average', ' 26.45 Max', ' 3848 Sum', ' 219269285 Ratio', '  99.78%)']","[' 417      (Average', ' 1166.66 Max', ' 1353 Sum', ' 486499 Ratio', '   0.22%)']", ,[' 93231   '],[' 6043    '],[' 87242   '],[' 39608   '],"[' 116517   (Atom=Atom', ' 30441 Body=Body', ' 20151 Other', ' 65925)']",[' Yes'],"[' 8148     (Eliminated', '    0 Frozen', ' 8148)']","[' 3276     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.8415'],[' 0'], ,[' 310.396'],[' 0'],[' 17.2734'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.44272e+08'],[' 6.22939e+08'],[' 0'],[' 1.51363e+10'],[' 0'],[' 0'],[' 1109 '],[' 2136 '],[' 3370 '],[' 3 '],[' 0 ']
Solving...,TA55_Clus(14), , , , ,[' 1'],[' 3937+'],[' 1972'],"[' 602.239s (Solving', ' 592.99s 1st Model', ' 145.29s Unsat', ' 0.00s)']",[' 600.859s'], ,[' 217488260'],"[' 8619511  (Analyzed', ' 8057974)']","[' 17232    (Average', ' 467.62 Last', ' 705195)']",[' 3844.6  '],"[' 1972     (Average Length', ' 1021.28 Splits', ' 0)']","[' 8057974  (Deleted', ' 7980941)']","[' 550      (Ratio', '   0.01%)']","[' 27637    (Ratio', '   0.34%)']","[' 8057974  (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8057974  (Average', ' 26.23 Max', ' 3692 Sum', ' 211343522)']","[' 8057495  (Average', ' 26.16 Max', ' 3692 Sum', ' 210807661 Ratio', '  99.75%)']","[' 479      (Average', ' 1118.71 Max', ' 1251 Sum', ' 535861 Ratio', '   0.25%)']", ,[' 93218   '],[' 6059    '],[' 87200   '],[' 39606   '],"[' 116637   (Atom=Atom', ' 30453 Body=Body', ' 20199 Other', ' 65985)']",[' Yes'],"[' 8128     (Eliminated', '    0 Frozen', ' 8128)']","[' 3651     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.89441'],[' 0'], ,[' 310.632'],[' 0'],[' 16.8482'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.40332e+08'],[' 6.22518e+08'],[' 0'],[' 1.6101e+10'],[' 0'],[' 0'],[' 1109 '],[' 2229 '],[' 3385 '],[' 3 '],[' 0 ']
Solving...,TA55_Clus(15), , , , ,[' 1'],[' 4109+'],[' 2058'],"[' 602.108s (Solving', ' 592.51s 1st Model', ' 368.05s Unsat', ' 0.00s)']",[' 600.328s'], ,[' 230288813'],"[' 8946995  (Analyzed', ' 8214043)']","[' 20894    (Average', ' 393.13 Last', ' 1008982)']",[' 3927.5  '],"[' 2058     (Average Length', ' 1088.77 Splits', ' 0)']","[' 8214043  (Deleted', ' 8155327)']","[' 567      (Ratio', '   0.01%)']","[' 23501    (Ratio', '   0.29%)']","[' 8214043  (Average Length', '   14.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8214043  (Average', ' 27.22 Max', ' 3992 Sum', ' 223568291)']","[' 8213630  (Average', ' 27.17 Max', ' 3992 Sum', ' 223191710 Ratio', '  99.83%)']","[' 413      (Average', ' 911.82 Max', ' 1657 Sum', ' 376581 Ratio', '   0.17%)']", ,[' 93008   '],[' 6010    '],[' 87105   '],[' 39466   '],"[' 116117   (Atom=Atom', ' 30343 Body=Body', ' 20052 Other', ' 65722)']",[' Yes'],"[' 8179     (Eliminated', '    0 Frozen', ' 8179)']","[' 2843     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.98822'],[' 0'], ,[' 305.722'],[' 0'],[' 17.688'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.50885e+08'],[' 6.24093e+08'],[' 0'],[' 1.45761e+10'],[' 0'],[' 0'],[' 1091 '],[' 2083 '],[' 3218 '],[' 3 '],[' 0 ']
Solving...,TA55_Clus(2), , , , ,[' 1'],[' 4355+'],[' 2181'],"[' 601.973s (Solving', ' 592.54s 1st Model', ' 360.17s Unsat', ' 0.00s)']",[' 600.453s'], ,[' 177166366'],"[' 11187893 (Analyzed', ' 10456464)']","[' 23340    (Average', ' 448.01 Last', ' 2825508)']",[' 4181.8  '],"[' 2181     (Average Length', ' 1134.50 Splits', ' 0)']","[' 10456464 (Deleted', ' 10393769)']","[' 646      (Ratio', '   0.01%)']","[' 17501    (Ratio', '   0.17%)']","[' 10456464 (Average Length', '   13.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10456464 (Average', ' 16.22 Max', ' 4409 Sum', ' 169629303)']","[' 10456145 (Average', ' 16.19 Max', ' 4409 Sum', ' 169270106 Ratio', '  99.79%)']","[' 319      (Average', ' 1126.01 Max', ' 1386 Sum', ' 359197 Ratio', '   0.21%)']", ,[' 92611   '],[' 5960    '],[' 86933   '],[' 39293   '],"[' 115527   (Atom=Atom', ' 30245 Body=Body', ' 19893 Other', ' 65389)']",[' Yes'],"[' 8243     (Eliminated', '    0 Frozen', ' 8243)']","[' 1944     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.02174'],[' 0'], ,[' 337.163'],[' 0'],[' 15.5853'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.86322e+08'],[' 4.72491e+08'],[' 0'],[' 1.61038e+10'],[' 0'],[' 0'],[' 1174 '],[' 2249 '],[' 3441 '],[' 3 '],[' 0 ']
Solving...,TA55_Clus(3), , , , ,[' 1'],[' 4131+'],[' 2069'],"[' 602.402s (Solving', ' 593.04s 1st Model', ' 342.95s Unsat', ' 0.00s)']",[' 601.094s'], ,[' 188531778'],"[' 10593469 (Analyzed', ' 9877669)']","[' 21949    (Average', ' 450.03 Last', ' 2276309)']",[' 4026.9  '],"[' 2069     (Average Length', ' 1077.76 Splits', ' 0)']","[' 9877669  (Deleted', ' 9824231)']","[' 618      (Ratio', '   0.01%)']","[' 17771    (Ratio', '   0.18%)']","[' 9877669  (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9877669  (Average', ' 18.39 Max', ' 4291 Sum', ' 181609086)']","[' 9877292  (Average', ' 18.35 Max', ' 4291 Sum', ' 181219504 Ratio', '  99.79%)']","[' 377      (Average', ' 1033.37 Max', ' 1364 Sum', ' 389582 Ratio', '   0.21%)']", ,[' 92684   '],[' 5999    '],[' 86910   '],[' 39345   '],"[' 115742   (Atom=Atom', ' 30282 Body=Body', ' 20007 Other', ' 65453)']",[' Yes'],"[' 8169     (Eliminated', '    0 Frozen', ' 8169)']","[' 2183     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.89023'],[' 0'], ,[' 335.587'],[' 0'],[' 15.8938'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.14304e+08'],[' 4.95848e+08'],[' 0'],[' 1.63654e+10'],[' 0'],[' 0'],[' 1105 '],[' 2137 '],[' 3424 '],[' 3 '],[' 0 ']
Solving...,TA55_Clus(4), , , , ,[' 1'],[' 3767+'],[' 1887'],"[' 602.086s (Solving', ' 593.45s 1st Model', ' 469.68s Unsat', ' 0.00s)']",[' 600.906s'], ,[' 177842883'],"[' 10181830 (Analyzed', ' 9649579)']","[' 23147    (Average', ' 416.88 Last', ' 1888379)']",[' 3941.3  '],"[' 1887     (Average Length', ' 982.62 Splits', ' 0)']","[' 9649579  (Deleted', ' 9574026)']","[' 592      (Ratio', '   0.01%)']","[' 18614    (Ratio', '   0.19%)']","[' 9649579  (Average Length', '   13.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9649579  (Average', ' 17.78 Max', ' 4133 Sum', ' 171539818)']","[' 9649147  (Average', ' 17.74 Max', ' 4133 Sum', ' 171198682 Ratio', '  99.80%)']","[' 432      (Average', ' 789.67 Max', ' 1145 Sum', ' 341136 Ratio', '   0.20%)']", ,[' 92094   '],[' 5998    '],[' 86351   '],[' 38989   '],"[' 114758   (Atom=Atom', ' 30054 Body=Body', ' 19986 Other', ' 64718)']",[' Yes'],"[' 7988     (Eliminated', '    0 Frozen', ' 7988)']","[' 2625     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.83468'],[' 0'], ,[' 334.803'],[' 0'],[' 15.45'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.25246e+08'],[' 5.07428e+08'],[' 0'],[' 1.63564e+10'],[' 0'],[' 0'],[' 1176 '],[' 2194 '],[' 3319 '],[' 3 '],[' 0 ']
Solving...,TA55_Clus(5), , , , ,[' 1'],[' 4435+'],[' 2221'],"[' 602.613s (Solving', ' 591.88s 1st Model', ' 476.34s Unsat', ' 0.00s)']",[' 601.234s'], ,[' 171543370'],"[' 10942985 (Analyzed', ' 10189890)']","[' 25386    (Average', ' 401.40 Last', ' 1476095)']",[' 4021.7  '],"[' 2221     (Average Length', ' 1141.65 Splits', ' 0)']","[' 10189890 (Deleted', ' 10118214)']","[' 747      (Ratio', '   0.01%)']","[' 17465    (Ratio', '   0.17%)']","[' 10189890 (Average Length', '   12.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10189890 (Average', ' 16.13 Max', ' 4057 Sum', ' 164342215)']","[' 10189485 (Average', ' 16.08 Max', ' 4057 Sum', ' 163884385 Ratio', '  99.72%)']","[' 405      (Average', ' 1130.44 Max', ' 1918 Sum', ' 457830 Ratio', '   0.28%)']", ,[' 92685   '],[' 5943    '],[' 86933   '],[' 39291   '],"[' 115580   (Atom=Atom', ' 30238 Body=Body', ' 19851 Other', ' 65491)']",[' Yes'],"[' 8228     (Eliminated', '    0 Frozen', ' 8228)']","[' 2437     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.16807'],[' 0'], ,[' 342.657'],[' 0'],[' 15.4551'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.71509e+08'],[' 4.58502e+08'],[' 0'],[' 1.67529e+10'],[' 0'],[' 0'],[' 1124 '],[' 2251 '],[' 3355 '],[' 3 '],[' 0 ']
Solving...,TA55_Clus(6), , , , ,[' 1'],[' 3857+'],[' 1932'],"[' 602.150s (Solving', ' 592.61s 1st Model', ' 179.12s Unsat', ' 0.00s)']",[' 600.641s'], ,[' 187160434'],"[' 9624547  (Analyzed', ' 9071458)']","[' 19012    (Average', ' 477.14 Last', ' 957813)']",[' 3953.5  '],"[' 1932     (Average Length', ' 1011.95 Splits', ' 0)']","[' 9071458  (Deleted', ' 8999188)']","[' 628      (Ratio', '   0.01%)']","[' 20221    (Ratio', '   0.22%)']","[' 9071458  (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9071458  (Average', ' 19.94 Max', ' 4003 Sum', ' 180841742)']","[' 9071084  (Average', ' 19.89 Max', ' 4003 Sum', ' 180445847 Ratio', '  99.78%)']","[' 374      (Average', ' 1058.54 Max', ' 1226 Sum', ' 395895 Ratio', '   0.22%)']", ,[' 92942   '],[' 6010    '],[' 86865   '],[' 39360   '],"[' 115899   (Atom=Atom', ' 30231 Body=Body', ' 20058 Other', ' 65610)']",[' Yes'],"[' 8057     (Eliminated', '    0 Frozen', ' 8057)']","[' 2708     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.99977'],[' 0'], ,[' 330.075'],[' 0'],[' 16.1338'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.06487e+08'],[' 4.97366e+08'],[' 0'],[' 1.58864e+10'],[' 0'],[' 0'],[' 1156 '],[' 2272 '],[' 3386 '],[' 3 '],[' 0 ']
Solving...,TA55_Clus(7), , , , ,[' 1'],[' 4187+'],[' 2097'],"[' 602.420s (Solving', ' 592.13s 1st Model', ' 379.87s Unsat', ' 0.00s)']",[' 600.828s'], ,[' 211797971'],"[' 9309494  (Analyzed', ' 8683662)']","[' 20854    (Average', ' 416.40 Last', ' 947790)']",[' 3999.5  '],"[' 2097     (Average Length', ' 1087.12 Splits', ' 0)']","[' 8683662  (Deleted', ' 8630623)']","[' 582      (Ratio', '   0.01%)']","[' 20987    (Ratio', '   0.24%)']","[' 8683662  (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8683662  (Average', ' 23.61 Max', ' 4047 Sum', ' 205017128)']","[' 8683236  (Average', ' 23.56 Max', ' 4047 Sum', ' 204553641 Ratio', '  99.77%)']","[' 426      (Average', ' 1088.00 Max', ' 1344 Sum', ' 463487 Ratio', '   0.23%)']", ,[' 92796   '],[' 5976    '],[' 86934   '],[' 39343   '],"[' 115732   (Atom=Atom', ' 30246 Body=Body', ' 19950 Other', ' 65536)']",[' Yes'],"[' 8173     (Eliminated', '    0 Frozen', ' 8173)']","[' 2788     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.98585'],[' 0'], ,[' 316.758'],[' 0'],[' 16.801'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.94799e+08'],[' 5.6903e+08'],[' 0'],[' 1.52393e+10'],[' 0'],[' 0'],[' 1114 '],[' 2157 '],[' 3301 '],[' 3 '],[' 0 ']
Solving...,TA55_Clus(8), , , , ,[' 1'],[' 4299+'],[' 2153'],"[' 602.420s (Solving', ' 592.37s 1st Model', ' 156.90s Unsat', ' 0.00s)']",[' 601.125s'], ,[' 191235670'],"[' 9555430  (Analyzed', ' 8953191)']","[' 19843    (Average', ' 451.20 Last', ' 378346)']",[' 3973.7  '],"[' 2153     (Average Length', ' 1120.10 Splits', ' 0)']","[' 8953191  (Deleted', ' 8884575)']","[' 848      (Ratio', '   0.01%)']","[' 22047    (Ratio', '   0.25%)']","[' 8953191  (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8953191  (Average', ' 20.60 Max', ' 3914 Sum', ' 184444514)']","[' 8952783  (Average', ' 20.55 Max', ' 3878 Sum', ' 183979907 Ratio', '  99.75%)']","[' 408      (Average', ' 1138.74 Max', ' 1335 Sum', ' 464607 Ratio', '   0.25%)']", ,[' 92933   '],[' 6004    '],[' 87308   '],[' 39356   '],"[' 116399   (Atom=Atom', ' 30386 Body=Body', ' 19996 Other', ' 66017)']",[' Yes'],"[' 8270     (Eliminated', '    0 Frozen', ' 8270)']","[' 3357     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.05537'],[' 0'], ,[' 320.913'],[' 0'],[' 15.982'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.73622e+08'],[' 5.54543e+08'],[' 0'],[' 1.55504e+10'],[' 0'],[' 0'],[' 1095 '],[' 2228 '],[' 3498 '],[' 3 '],[' 0 ']
Solving...,TA55_Clus(9), , , , ,[' 1'],[' 4283+'],[' 2145'],"[' 602.376s (Solving', ' 592.87s 1st Model', ' 263.62s Unsat', ' 0.00s)']",[' 598.594s'], ,[' 218811958'],"[' 8080057  (Analyzed', ' 7405272)']","[' 17730    (Average', ' 417.67 Last', ' 937687)']",[' 3959.4  '],"[' 2145     (Average Length', ' 1122.24 Splits', ' 0)']","[' 7405272  (Deleted', ' 7341776)']","[' 540      (Ratio', '   0.01%)']","[' 27619    (Ratio', '   0.37%)']","[' 7405272  (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7405272  (Average', ' 28.64 Max', ' 3823 Sum', ' 212052341)']","[' 7404806  (Average', ' 28.56 Max', ' 3821 Sum', ' 211489221 Ratio', '  99.73%)']","[' 466      (Average', ' 1208.41 Max', ' 1445 Sum', ' 563120 Ratio', '   0.27%)']", ,[' 93741   '],[' 6100    '],[' 87825   '],[' 40029   '],"[' 117796   (Atom=Atom', ' 30790 Body=Body', ' 20322 Other', ' 66684)']",[' Yes'],"[' 8314     (Eliminated', '    0 Frozen', ' 8314)']","[' 3323     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.01702'],[' 0'], ,[' 302.429'],[' 0'],[' 16.9519'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.49601e+08'],[' 6.30308e+08'],[' 0'],[' 1.4677e+10'],[' 0'],[' 0'],[' 1115 '],[' 2129 '],[' 3385 '],[' 3 '],[' 0 ']
